NNLDESC,ClusterTitle,PathTitle,SOCTITLE,SOCCODE,EntryWage,MeanWage,Skills Required
NEXT,Space Exploration,Aerospace & Astrophysics,Asteroid Mining Specialist,N/A-1903,85761,133328,"Lunar Habitat Engineer, Asteroid Mining Specialist"
LATER,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1904,65163,159113,"Asteroid Mining Specialist, Lunar Habitat Engineer"
LATER,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1905,76865,114622,"Lunar Habitat Engineer, Asteroid Mining Specialist"
NOW,Finance,FinTech & Crypto,Decentralized Finance Analyst,N/A-1906,72266,169630,"Decentralized Finance Analyst, Blockchain Security Consultant"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1907,78029,104731,"Neural Implant Technician, CRISPR Geneticist"
NEXT,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1908,77053,179088,"Blockchain Security Consultant, Decentralized Finance Analyst"
LATER,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1909,64822,102726,"Lunar Habitat Engineer, Asteroid Mining Specialist"
LATER,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1910,86317,116616,"Quantum Algorithm Developer, Quantum Cryptographer"
NOW,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1911,63932,179724,"Carbon Footprint Analyst, Hydroponic Farming Expert"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1912,88049,150411,"Neural Implant Technician, CRISPR Geneticist"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1913,66276,139674,"Neural Implant Technician, CRISPR Geneticist"
LATER,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1914,76520,108874,"Virtual Fashion Designer, AI Voice Actor"
LATER,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1915,66042,150846,"Hydroponic Farming Expert, Carbon Footprint Analyst"
NOW,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1916,65176,168640,"Virtual Fashion Designer, AI Voice Actor"
NEXT,Creative & Media,Entertainment Tech,Virtual Fashion Designer,N/A-1917,80394,165190,"AI Voice Actor, Virtual Fashion Designer"
NEXT,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1918,63106,143914,"Quantum Cryptographer, Quantum Algorithm Developer"
LATER,Creative & Media,Entertainment Tech,Virtual Fashion Designer,N/A-1919,65002,146880,"Virtual Fashion Designer, AI Voice Actor"
LATER,Finance,FinTech & Crypto,Decentralized Finance Analyst,N/A-1920,84075,161400,"Blockchain Security Consultant, Decentralized Finance Analyst"
NOW,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1921,84943,117201,"Quantum Cryptographer, Quantum Algorithm Developer"
NEXT,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1922,85997,161796,"Asteroid Mining Specialist, Lunar Habitat Engineer"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1923,68849,143157,"CRISPR Geneticist, Neural Implant Technician"
LATER,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1924,80479,144620,"Quantum Algorithm Developer, Quantum Cryptographer"
LATER,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1925,74671,177771,"Decentralized Finance Analyst, Blockchain Security Consultant"
NOW,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1926,85564,158367,"Asteroid Mining Specialist, Lunar Habitat Engineer"
NEXT,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1927,78658,162895,"Virtual Fashion Designer, AI Voice Actor"
NEXT,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1928,68767,138014,"Asteroid Mining Specialist, Lunar Habitat Engineer"
LATER,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1929,63045,102491,"Lunar Habitat Engineer, Asteroid Mining Specialist"
LATER,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1930,83065,110699,"Quantum Cryptographer, Quantum Algorithm Developer"
NOW,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1931,69916,166179,"Decentralized Finance Analyst, Blockchain Security Consultant"
NEXT,Creative & Media,Entertainment Tech,Virtual Fashion Designer,N/A-1932,60700,136983,"Virtual Fashion Designer, AI Voice Actor"
NEXT,Artificial Intelligence,AI & Robotics,AI Trainer,N/A-1933,89859,102659,"AI Bias Auditor, AI Trainer, Machine Learning Engineer"
LATER,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1934,82678,178361,"Virtual Fashion Designer, AI Voice Actor"
LATER,Creative & Media,Entertainment Tech,Virtual Fashion Designer,N/A-1935,66577,119706,"Virtual Fashion Designer, AI Voice Actor"
NOW,Space Exploration,Aerospace & Astrophysics,Asteroid Mining Specialist,N/A-1936,73767,102027,"Asteroid Mining Specialist, Lunar Habitat Engineer"
NEXT,Sustainability,Environmental Science,Carbon Footprint Analyst,N/A-1937,70600,140495,"Hydroponic Farming Expert, Carbon Footprint Analyst"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1938,63811,139511,"Neural Implant Technician, CRISPR Geneticist"
LATER,Healthcare,BioTech & Medical Innovation,Neural Implant Technician,N/A-1939,72123,104727,"CRISPR Geneticist, Neural Implant Technician"
LATER,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1940,71267,172231,"AI Voice Actor, Virtual Fashion Designer"
NOW,Sustainability,Environmental Science,Carbon Footprint Analyst,N/A-1941,85503,170764,"Hydroponic Farming Expert, Carbon Footprint Analyst"
NEXT,Finance,FinTech & Crypto,Decentralized Finance Analyst,N/A-1942,83075,156047,"Decentralized Finance Analyst, Blockchain Security Consultant"
NEXT,Finance,FinTech & Crypto,Decentralized Finance Analyst,N/A-1943,65751,100169,"Decentralized Finance Analyst, Blockchain Security Consultant"
LATER,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1944,79851,149259,"Quantum Algorithm Developer, Quantum Cryptographer"
LATER,Sustainability,Environmental Science,Carbon Footprint Analyst,N/A-1945,76023,164250,"Hydroponic Farming Expert, Carbon Footprint Analyst"
NOW,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1946,65419,172829,"Quantum Algorithm Developer, Quantum Cryptographer"
NEXT,Space Exploration,Aerospace & Astrophysics,Asteroid Mining Specialist,N/A-1947,81131,121697,"Asteroid Mining Specialist, Lunar Habitat Engineer"
NEXT,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1948,65693,143537,"Asteroid Mining Specialist, Lunar Habitat Engineer"
LATER,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1949,69994,167059,"Quantum Algorithm Developer, Quantum Cryptographer"
LATER,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1950,85201,152796,"Blockchain Security Consultant, Decentralized Finance Analyst"
NOW,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1951,73371,162109,"Quantum Cryptographer, Quantum Algorithm Developer"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1952,74421,161804,"CRISPR Geneticist, Neural Implant Technician"
NEXT,Finance,FinTech & Crypto,Decentralized Finance Analyst,N/A-1953,65972,116451,"Decentralized Finance Analyst, Blockchain Security Consultant"
LATER,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1954,60025,103417,"Quantum Cryptographer, Quantum Algorithm Developer"
LATER,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1955,77487,123927,"Virtual Fashion Designer, AI Voice Actor"
NOW,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1956,76423,126042,"Carbon Footprint Analyst, Hydroponic Farming Expert"
NEXT,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1957,81407,109584,"Blockchain Security Consultant, Decentralized Finance Analyst"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1958,76649,130945,"Neural Implant Technician, CRISPR Geneticist"
LATER,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1959,82225,103837,"Decentralized Finance Analyst, Blockchain Security Consultant"
LATER,Creative & Media,Entertainment Tech,Virtual Fashion Designer,N/A-1960,81451,173242,"AI Voice Actor, Virtual Fashion Designer"
NOW,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1961,75021,168996,"Carbon Footprint Analyst, Hydroponic Farming Expert"
NEXT,Healthcare,BioTech & Medical Innovation,Neural Implant Technician,N/A-1962,64659,105256,"Neural Implant Technician, CRISPR Geneticist"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1963,62937,141564,"CRISPR Geneticist, Neural Implant Technician"
LATER,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1964,63556,161238,"CRISPR Geneticist, Neural Implant Technician"
LATER,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1965,83087,117152,"Carbon Footprint Analyst, Hydroponic Farming Expert"
NOW,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1966,68136,100415,"Hydroponic Farming Expert, Carbon Footprint Analyst"
NEXT,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1967,73724,155856,"AI Voice Actor, Virtual Fashion Designer"
NEXT,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1968,67218,158928,"Quantum Algorithm Developer, Quantum Cryptographer"
LATER,Creative & Media,Entertainment Tech,Virtual Fashion Designer,N/A-1969,63284,121975,"Virtual Fashion Designer, AI Voice Actor"
LATER,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1970,65116,166308,"Quantum Cryptographer, Quantum Algorithm Developer"
NOW,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1971,62545,156745,"Quantum Algorithm Developer, Quantum Cryptographer"
NEXT,Finance,FinTech & Crypto,Decentralized Finance Analyst,N/A-1972,81236,137468,"Decentralized Finance Analyst, Blockchain Security Consultant"
NEXT,Healthcare,BioTech & Medical Innovation,CRISPR Geneticist,N/A-1973,81424,107868,"CRISPR Geneticist, Neural Implant Technician"
LATER,Healthcare,BioTech & Medical Innovation,Neural Implant Technician,N/A-1974,60792,166775,"Neural Implant Technician, CRISPR Geneticist"
LATER,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1975,73512,163749,"Carbon Footprint Analyst, Hydroponic Farming Expert"
NOW,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1976,79171,138813,"Decentralized Finance Analyst, Blockchain Security Consultant"
NEXT,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1977,68858,165840,"Quantum Cryptographer, Quantum Algorithm Developer"
NEXT,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1978,67917,117451,"Quantum Algorithm Developer, Quantum Cryptographer"
LATER,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1979,66530,100356,"Hydroponic Farming Expert, Carbon Footprint Analyst"
LATER,Healthcare,BioTech & Medical Innovation,Neural Implant Technician,N/A-1980,84210,155928,"Neural Implant Technician, CRISPR Geneticist"
NOW,Space Exploration,Aerospace & Astrophysics,Asteroid Mining Specialist,N/A-1981,83101,128756,"Lunar Habitat Engineer, Asteroid Mining Specialist"
NEXT,Space Exploration,Aerospace & Astrophysics,Asteroid Mining Specialist,N/A-1982,89365,131727,"Lunar Habitat Engineer, Asteroid Mining Specialist"
NEXT,Finance,FinTech & Crypto,Decentralized Finance Analyst,N/A-1983,68598,131810,"Decentralized Finance Analyst, Blockchain Security Consultant"
LATER,Artificial Intelligence,AI & Robotics,AI Trainer,N/A-1984,84770,157373,"AI Bias Auditor, AI Trainer, Machine Learning Engineer"
LATER,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1985,60794,101248,"Lunar Habitat Engineer, Asteroid Mining Specialist"
NOW,Artificial Intelligence,AI & Robotics,AI Bias Auditor,N/A-1986,77349,173132,"AI Bias Auditor, Machine Learning Engineer, AI Trainer"
NEXT,Artificial Intelligence,AI & Robotics,AI Bias Auditor,N/A-1987,87683,173813,"Machine Learning Engineer, AI Bias Auditor, AI Trainer"
NEXT,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1988,86659,177354,"Quantum Cryptographer, Quantum Algorithm Developer"
LATER,Space Exploration,Aerospace & Astrophysics,Lunar Habitat Engineer,N/A-1989,86202,134902,"Lunar Habitat Engineer, Asteroid Mining Specialist"
LATER,Finance,FinTech & Crypto,Blockchain Security Consultant,N/A-1990,85397,133312,"Decentralized Finance Analyst, Blockchain Security Consultant"
NOW,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1991,85605,121633,"Quantum Cryptographer, Quantum Algorithm Developer"
NEXT,Creative & Media,Entertainment Tech,AI Voice Actor,N/A-1992,89127,179962,"AI Voice Actor, Virtual Fashion Designer"
NEXT,Space Exploration,Aerospace & Astrophysics,Asteroid Mining Specialist,N/A-1993,79219,136380,"Lunar Habitat Engineer, Asteroid Mining Specialist"
LATER,Quantum Computing,Advanced Computing,Quantum Cryptographer,N/A-1994,80972,137010,"Quantum Cryptographer, Quantum Algorithm Developer"
LATER,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1995,79735,120458,"Carbon Footprint Analyst, Hydroponic Farming Expert"
NOW,Sustainability,Environmental Science,Carbon Footprint Analyst,N/A-1996,85537,138183,"Hydroponic Farming Expert, Carbon Footprint Analyst"
NEXT,Quantum Computing,Advanced Computing,Quantum Algorithm Developer,N/A-1997,72494,165564,"Quantum Cryptographer, Quantum Algorithm Developer"
NEXT,Sustainability,Environmental Science,Hydroponic Farming Expert,N/A-1998,72307,103367,"Carbon Footprint Analyst, Hydroponic Farming Expert"
LATER,Creative & Media,Entertainment Tech,Virtual Fashion Designer,N/A-1999,76387,103651,"AI Voice Actor, Virtual Fashion Designer"
LATER,Healthcare,Advanced Medicine,Bionic Limb Technician,N/A-2000,91656,150324,"Synthetic Organ Developer, Bionic Limb Technician"
NOW,Entertainment,Immersive Media,Holographic Set Designer,N/A-2001,73439,152124,"Holographic Set Designer, Metaverse Storyteller"
NEXT,Finance,Next-Gen Investments,AI Hedge Fund Manager,N/A-2002,80686,156279,"AI Hedge Fund Manager, Carbon Credit Trader"
NEXT,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2003,93321,144556,"Carbon Credit Trader, AI Hedge Fund Manager"
LATER,Cybersecurity,Digital Protection,Cyber Threat Analyst,N/A-2004,85888,135703,"Ethical Hacker, Quantum Security Specialist, Cyber Threat Analyst"
LATER,Cybersecurity,Digital Protection,Quantum Security Specialist,N/A-2005,79424,151221,"Quantum Security Specialist, Ethical Hacker, Cyber Threat Analyst"
NOW,Sustainability,Climate Solutions,Ocean Plastic Recycler,N/A-2006,74786,187181,"Ocean Plastic Recycler, Geoengineering Specialist"
NEXT,Space Technology,Interstellar Engineering,Orbital Debris Specialist,N/A-2007,76176,132381,"Mars Terraforming Engineer, Orbital Debris Specialist"
NEXT,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2008,70131,125324,"Carbon Credit Trader, AI Hedge Fund Manager"
LATER,Cybersecurity,Digital Protection,Quantum Security Specialist,N/A-2009,97973,166559,"Cyber Threat Analyst, Quantum Security Specialist, Ethical Hacker"
LATER,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2010,70086,158050,"Metaverse Storyteller, Holographic Set Designer"
NOW,Healthcare,Advanced Medicine,Synthetic Organ Developer,N/A-2011,94259,140136,"Synthetic Organ Developer, Bionic Limb Technician"
NEXT,Cybersecurity,Digital Protection,Quantum Security Specialist,N/A-2012,98313,185840,"Quantum Security Specialist, Ethical Hacker, Cyber Threat Analyst"
NEXT,Healthcare,Advanced Medicine,Synthetic Organ Developer,N/A-2013,96742,196770,"Bionic Limb Technician, Synthetic Organ Developer"
LATER,Space Technology,Interstellar Engineering,Mars Terraforming Engineer,N/A-2014,85510,128006,"Mars Terraforming Engineer, Orbital Debris Specialist"
LATER,Healthcare,Advanced Medicine,Bionic Limb Technician,N/A-2015,85063,130044,"Synthetic Organ Developer, Bionic Limb Technician"
NOW,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2016,96937,181556,"AI Hedge Fund Manager, Carbon Credit Trader"
NEXT,Cybersecurity,Digital Protection,Quantum Security Specialist,N/A-2017,91118,138933,"Quantum Security Specialist, Cyber Threat Analyst, Ethical Hacker"
NEXT,Finance,Next-Gen Investments,AI Hedge Fund Manager,N/A-2018,97722,197637,"Carbon Credit Trader, AI Hedge Fund Manager"
LATER,Space Technology,Interstellar Engineering,Mars Terraforming Engineer,N/A-2019,74433,149062,"Mars Terraforming Engineer, Orbital Debris Specialist"
LATER,Space Technology,Interstellar Engineering,Orbital Debris Specialist,N/A-2020,82508,149287,"Orbital Debris Specialist, Mars Terraforming Engineer"
NOW,Space Technology,Interstellar Engineering,Mars Terraforming Engineer,N/A-2021,76748,169864,"Orbital Debris Specialist, Mars Terraforming Engineer"
NEXT,Cybersecurity,Digital Protection,Cyber Threat Analyst,N/A-2022,84715,183821,"Cyber Threat Analyst, Ethical Hacker, Quantum Security Specialist"
NEXT,Cybersecurity,Digital Protection,Ethical Hacker,N/A-2023,91261,155145,"Quantum Security Specialist, Ethical Hacker, Cyber Threat Analyst"
LATER,Cybersecurity,Digital Protection,Quantum Security Specialist,N/A-2024,81692,123051,"Quantum Security Specialist, Cyber Threat Analyst, Ethical Hacker"
LATER,Entertainment,Immersive Media,Holographic Set Designer,N/A-2025,84220,191773,"Holographic Set Designer, Metaverse Storyteller"
NOW,Cybersecurity,Digital Protection,Quantum Security Specialist,N/A-2026,74649,195449,"Cyber Threat Analyst, Quantum Security Specialist, Ethical Hacker"
NEXT,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2027,99979,123687,"AI Hedge Fund Manager, Carbon Credit Trader"
NEXT,Healthcare,Advanced Medicine,Synthetic Organ Developer,N/A-2028,76462,134815,"Bionic Limb Technician, Synthetic Organ Developer"
LATER,Healthcare,Advanced Medicine,Synthetic Organ Developer,N/A-2029,82812,145375,"Bionic Limb Technician, Synthetic Organ Developer"
LATER,Healthcare,Advanced Medicine,Synthetic Organ Developer,N/A-2030,75056,136569,"Bionic Limb Technician, Synthetic Organ Developer"
NOW,Entertainment,Immersive Media,Holographic Set Designer,N/A-2031,70725,156983,"Metaverse Storyteller, Holographic Set Designer"
